experiment simulation item wn word fixdur
STAUB10 32 ORC 7 "hurried" 151
STAUB10 32 ORC 8 "to" 403
STAUB10 33 SRC 1 "The" 444
STAUB10 33 SRC 1 "The" 153
STAUB10 33 SRC 2 "employees" 228
STAUB10 33 SRC 3 "who" 249
STAUB10 33 SRC 4 "noticed" 147
STAUB10 33 SRC 5 "the" 201
STAUB10 33 SRC 6 "fireman" 155
STAUB10 33 SRC 7 "hurried" 224
STAUB10 33 SRC 8 "to" 141
STAUB10 33 SRC 9 "the" 210
STAUB10 33 SRC 10 "clinic" 170
STAUB10 33 ORC 1 "The" 429
STAUB10 33 ORC 1 "The" 278
STAUB10 33 ORC 4 "the" 456
STAUB10 33 ORC 5 "fireman" 474
STAUB10 33 ORC 4 "the" 467
STAUB10 33 ORC 5 "fireman" 623
STAUB10 33 ORC 7 "hurried" 173
STAUB10 33 ORC 8 "to" 174
STAUB10 33 ORC 9 "the" 251
STAUB10 34 SRC 1 "The" 416
STAUB10 34 SRC 1 "The" 169
STAUB10 34 SRC 2 "employees" 193
STAUB10 34 SRC 3 "who" 256
STAUB10 34 SRC 4 "noticed" 169
STAUB10 34 SRC 5 "the" 226
STAUB10 34 SRC 6 "fireman" 208
STAUB10 34 SRC 7 "hurried" 147
STAUB10 34 SRC 8 "to" 350
STAUB10 34 SRC 10 "clinic" 146
STAUB10 34 ORC 1 "The" 418
STAUB10 34 ORC 1 "The" 163
STAUB10 34 ORC 2 "employees" 225
STAUB10 34 ORC 3 "who" 244
STAUB10 34 ORC 4 "the" 152
STAUB10 34 ORC 2 "employees" 224
STAUB10 34 ORC 3 "who" 176
STAUB10 34 ORC 4 "the" 344
STAUB10 34 ORC 6 "noticed" 300
STAUB10 34 ORC 8 "to" 574
STAUB10 34 ORC 9 "the" 507
STAUB10 34 ORC 10 "clinic" 503
STAUB10 35 SRC 1 "The" 612
STAUB10 35 SRC 2 "employees" 371
STAUB10 35 SRC 4 "noticed" 216
STAUB10 35 SRC 5 "the" 445
STAUB10 35 SRC 6 "fireman" 505
STAUB10 35 SRC 7 "hurried" 465
STAUB10 35 SRC 8 "to" 544
STAUB10 35 SRC 9 "the" 473
STAUB10 35 SRC 10 "clinic" 553
STAUB10 35 ORC 1 "The" 401
STAUB10 35 ORC 1 "The" 161
STAUB10 35 ORC 2 "employees" 203
STAUB10 35 ORC 3 "who" 226
STAUB10 35 ORC 4 "the" 208
STAUB10 35 ORC 2 "employees" 240
STAUB10 35 ORC 3 "who" 186
STAUB10 35 ORC 4 "the" 134
STAUB10 35 ORC 5 "fireman" 257
STAUB10 35 ORC 6 "noticed" 196
STAUB10 35 ORC 7 "hurried" 134
STAUB10 35 ORC 8 "to" 220
STAUB10 35 ORC 9 "the" 310
STAUB10 36 SRC 1 "The" 491
STAUB10 36 SRC 1 "The" 195
STAUB10 36 SRC 2 "employees" 154
STAUB10 36 SRC 3 "who" 247
STAUB10 36 SRC 4 "noticed" 227
STAUB10 36 SRC 5 "the" 334
STAUB10 36 SRC 7 "hurried" 322
STAUB10 36 SRC 9 "the" 239
STAUB10 36 SRC 10 "clinic" 157
STAUB10 36 ORC 1 "The" 549
STAUB10 36 ORC 2 "employees" 240
STAUB10 36 ORC 3 "who" 251
STAUB10 36 ORC 4 "the" 171
STAUB10 36 ORC 2 "employees" 249
STAUB10 36 ORC 3 "who" 186
STAUB10 36 ORC 4 "the" 207
STAUB10 36 ORC 5 "fireman" 158
STAUB10 36 ORC 6 "noticed" 322
STAUB10 36 ORC 7 "hurried" 483
STAUB10 36 ORC 9 "the" 510
STAUB10 36 ORC 10 "clinic" 471
STAUB10 37 SRC 1 "The" 435
STAUB10 37 SRC 1 "The" 209
STAUB10 37 SRC 2 "employees" 184
STAUB10 37 SRC 3 "who" 337
STAUB10 37 SRC 5 "the" 223
STAUB10 37 SRC 6 "fireman" 204
STAUB10 37 SRC 7 "hurried" 159
STAUB10 37 SRC 8 "to" 157
STAUB10 37 SRC 9 "the" 193
STAUB10 37 SRC 10 "clinic" 165
STAUB10 37 ORC 1 "The" 404
STAUB10 37 ORC 1 "The" 230
STAUB10 37 ORC 2 "employees" 167
STAUB10 37 ORC 3 "who" 202
STAUB10 37 ORC 4 "the" 160
STAUB10 37 ORC 5 "fireman" 547
STAUB10 37 ORC 4 "the" 476
STAUB10 37 ORC 5 "fireman" 478
STAUB10 37 ORC 6 "noticed" 183
STAUB10 37 ORC 7 "hurried" 283
STAUB10 37 ORC 9 "the" 251
STAUB10 38 SRC 1 "The" 413
STAUB10 38 SRC 1 "The" 354
STAUB10 38 SRC 3 "who" 211
STAUB10 38 SRC 4 "noticed" 190
STAUB10 38 SRC 5 "the" 283
STAUB10 38 SRC 6 "fireman" 222
STAUB10 38 SRC 7 "hurried" 136
STAUB10 38 SRC 8 "to" 184
STAUB10 38 SRC 9 "the" 283
STAUB10 38 ORC 1 "The" 406
STAUB10 38 ORC 1 "The" 154
STAUB10 38 ORC 2 "employees" 260
STAUB10 38 ORC 3 "who" 276
STAUB10 38 ORC 4 "the" 177
STAUB10 38 ORC 2 "employees" 291
STAUB10 38 ORC 3 "who" 313
STAUB10 38 ORC 5 "fireman" 188
STAUB10 38 ORC 6 "noticed" 198
STAUB10 38 ORC 7 "hurried" 324
STAUB10 38 ORC 9 "the" 486
STAUB10 38 ORC 10 "clinic" 490
STAUB10 39 SRC 1 "The" 394
STAUB10 39 SRC 1 "The" 225
STAUB10 39 SRC 2 "employees" 182
STAUB10 39 SRC 3 "who" 183
STAUB10 39 SRC 4 "noticed" 151
STAUB10 39 SRC 5 "the" 324
STAUB10 39 SRC 7 "hurried" 236
STAUB10 39 SRC 8 "to" 177
STAUB10 39 SRC 9 "the" 197
STAUB10 39 SRC 10 "clinic" 204
STAUB10 39 ORC 1 "The" 546
STAUB10 39 ORC 2 "employees" 252
STAUB10 39 ORC 3 "who" 231
STAUB10 39 ORC 4 "the" 203
STAUB10 39 ORC 1 "The" 234
STAUB10 39 ORC 2 "employees" 180
STAUB10 39 ORC 3 "who" 354
STAUB10 39 ORC 5 "fireman" 150
STAUB10 39 ORC 6 "noticed" 271
STAUB10 39 ORC 9 "the" 536
STAUB10 39 ORC 9 "the" 497
STAUB10 39 ORC 10 "clinic" 525
STAUB10 40 SRC 1 "The" 418
STAUB10 40 SRC 1 "The" 224
STAUB10 40 SRC 2 "employees" 247
STAUB10 40 SRC 2 "employees" 259
STAUB10 40 SRC 4 "noticed" 151
STAUB10 40 SRC 5 "the" 130
STAUB10 40 SRC 6 "fireman" 179
STAUB10 40 SRC 7 "hurried" 352
STAUB10 40 SRC 9 "the" 227
STAUB10 40 SRC 10 "clinic" 220
STAUB10 40 ORC 1 "The" 438
STAUB10 40 ORC 1 "The" 214
STAUB10 40 ORC 2 "employees" 209
STAUB10 40 ORC 3 "who" 440
STAUB10 40 ORC 1 "The" 256
STAUB10 40 ORC 2 "employees" 314
STAUB10 40 ORC 4 "the" 238
STAUB10 40 ORC 5 "fireman" 138
STAUB10 40 ORC 6 "noticed" 243
STAUB10 40 ORC 7 "hurried" 198
STAUB10 40 ORC 8 "to" 200
STAUB10 40 ORC 9 "the" 210
STAUB10 40 ORC 10 "clinic" 153
STAUB10 41 SRC 1 "The" 414
STAUB10 41 SRC 1 "The" 177
STAUB10 41 SRC 2 "employees" 153
STAUB10 41 SRC 3 "who" 294
STAUB10 41 SRC 4 "noticed" 152
STAUB10 41 SRC 5 "the" 170
STAUB10 41 SRC 6 "fireman" 169
STAUB10 41 SRC 7 "hurried" 174
STAUB10 41 SRC 8 "to" 301
STAUB10 41 SRC 10 "clinic" 498
STAUB10 41 ORC 1 "The" 468
STAUB10 41 ORC 1 "The" 224
STAUB10 41 ORC 2 "employees" 155
STAUB10 41 ORC 3 "who" 265
STAUB10 41 ORC 4 "the" 148
STAUB10 41 ORC 4 "the" 246
STAUB10 41 ORC 5 "fireman" 192
STAUB10 41 ORC 6 "noticed" 176
STAUB10 41 ORC 7 "hurried" 174
STAUB10 41 ORC 8 "to" 460
STAUB10 41 ORC 9 "the" 607
STAUB10 41 ORC 10 "clinic" 434
STAUB10 42 SRC 1 "The" 426
STAUB10 42 SRC 1 "The" 200
STAUB10 42 SRC 2 "employees" 151
STAUB10 42 SRC 3 "who" 404
STAUB10 42 SRC 5 "the" 157
STAUB10 42 SRC 6 "fireman" 178
STAUB10 42 SRC 7 "hurried" 158
STAUB10 42 SRC 8 "to" 140
STAUB10 42 SRC 9 "the" 177
STAUB10 42 SRC 10 "clinic" 194
STAUB10 42 ORC 1 "The" 445
STAUB10 42 ORC 1 "The" 214
STAUB10 42 ORC 2 "employees" 209
STAUB10 42 ORC 3 "who" 280
STAUB10 42 ORC 5 "fireman" 552
STAUB10 42 ORC 4 "the" 429
STAUB10 42 ORC 5 "fireman" 549
STAUB10 42 ORC 7 "hurried" 322
STAUB10 42 ORC 9 "the" 294
STAUB10 43 SRC 1 "The" 477
STAUB10 43 SRC 1 "The" 145
STAUB10 43 SRC 2 "employees" 184
STAUB10 43 SRC 3 "who" 228
STAUB10 43 SRC 4 "noticed" 182
STAUB10 43 SRC 5 "the" 185
STAUB10 43 SRC 6 "fireman" 213
STAUB10 43 SRC 7 "hurried" 172
STAUB10 43 SRC 8 "to" 223
STAUB10 43 SRC 9 "the" 196
STAUB10 43 SRC 10 "clinic" 196
STAUB10 43 ORC 1 "The" 473
STAUB10 43 ORC 1 "The" 141
STAUB10 43 ORC 2 "employees" 218
STAUB10 43 ORC 3 "who" 209
STAUB10 43 ORC 4 "the" 187
STAUB10 43 ORC 2 "employees" 264
STAUB10 43 ORC 3 "who" 146
STAUB10 43 ORC 4 "the" 321
STAUB10 43 ORC 6 "noticed" 197
STAUB10 43 ORC 7 "hurried" 180
STAUB10 43 ORC 8 "to" 567
STAUB10 43 ORC 10 "clinic" 414
STAUB10 44 SRC 1 "The" 398
STAUB10 44 SRC 1 "The" 236
STAUB10 44 SRC 2 "employees" 231
STAUB10 44 SRC 3 "who" 234
STAUB10 44 SRC 4 "noticed" 288
STAUB10 44 SRC 6 "fireman" 198
STAUB10 44 SRC 7 "hurried" 310
STAUB10 44 SRC 9 "the" 506
STAUB10 44 SRC 10 "clinic" 522
STAUB10 44 ORC 1 "The" 458
STAUB10 44 ORC 1 "The" 168
STAUB10 44 ORC 2 "employees" 200
STAUB10 44 ORC 3 "who" 246
STAUB10 44 ORC 4 "the" 170
STAUB10 44 ORC 4 "the" 229
STAUB10 44 ORC 5 "fireman" 204
STAUB10 44 ORC 6 "noticed" 215
STAUB10 44 ORC 7 "hurried" 185
STAUB10 44 ORC 8 "to" 148
STAUB10 44 ORC 9 "the" 186
STAUB10 44 ORC 10 "clinic" 193
STAUB10 45 SRC 1 "The" 567
STAUB10 45 SRC 2 "employees" 175
STAUB10 45 SRC 3 "who" 263
STAUB10 45 SRC 4 "noticed" 315
STAUB10 45 SRC 6 "fireman" 329
STAUB10 45 SRC 7 "hurried" 194
STAUB10 45 SRC 9 "the" 297
STAUB10 45 ORC 1 "The" 424
STAUB10 45 ORC 1 "The" 239
STAUB10 45 ORC 2 "employees" 175
STAUB10 45 ORC 3 "who" 235
STAUB10 45 ORC 4 "the" 231
STAUB10 45 ORC 1 "The" 250
STAUB10 45 ORC 2 "employees" 157
STAUB10 45 ORC 3 "who" 198
STAUB10 45 ORC 4 "the" 190
STAUB10 45 ORC 5 "fireman" 212
STAUB10 45 ORC 6 "noticed" 231
STAUB10 45 ORC 7 "hurried" 185
STAUB10 45 ORC 8 "to" 372
STAUB10 45 ORC 10 "clinic" 215
STAUB10 46 SRC 1 "The" 567
STAUB10 46 SRC 2 "employees" 202
STAUB10 46 SRC 3 "who" 248
STAUB10 46 SRC 4 "noticed" 304
STAUB10 46 SRC 6 "fireman" 208
STAUB10 46 SRC 7 "hurried" 218
STAUB10 46 SRC 8 "to" 245
STAUB10 46 SRC 10 "clinic" 202
STAUB10 46 ORC 1 "The" 425
STAUB10 46 ORC 1 "The" 182
STAUB10 46 ORC 2 "employees" 210
STAUB10 46 ORC 3 "who" 176
STAUB10 46 ORC 4 "the" 216
STAUB10 46 ORC 2 "employees" 230
STAUB10 46 ORC 3 "who" 277
STAUB10 46 ORC 5 "fireman" 194
STAUB10 46 ORC 6 "noticed" 330
STAUB10 46 ORC 8 "to" 562
STAUB10 46 ORC 9 "the" 571
STAUB10 46 ORC 10 "clinic" 487
STAUB10 47 SRC 1 "The" 545
STAUB10 47 SRC 2 "employees" 243
STAUB10 47 SRC 3 "who" 260
STAUB10 47 SRC 4 "noticed" 157
STAUB10 47 SRC 5 "the" 196
STAUB10 47 SRC 6 "fireman" 290
STAUB10 47 SRC 8 "to" 203
STAUB10 47 SRC 9 "the" 192
STAUB10 47 SRC 10 "clinic" 219
STAUB10 47 ORC 1 "The" 448
STAUB10 47 ORC 1 "The" 172
STAUB10 47 ORC 2 "employees" 199
STAUB10 47 ORC 3 "who" 319
STAUB10 47 ORC 5 "fireman" 481
STAUB10 47 ORC 5 "fireman" 500
STAUB10 48 SRC 1 "The" 462
STAUB10 48 SRC 1 "The" 153
STAUB10 48 SRC 2 "employees" 166
STAUB10 48 SRC 3 "who" 214
STAUB10 48 SRC 4 "noticed" 223
STAUB10 48 SRC 5 "the" 326
STAUB10 48 SRC 7 "hurried" 240
STAUB10 48 SRC 8 "to" 180
STAUB10 48 SRC 9 "the" 188
STAUB10 48 SRC 10 "clinic" 164
STAUB10 48 ORC 1 "The" 440
STAUB10 48 ORC 1 "The" 168
STAUB10 48 ORC 2 "employees" 338
STAUB10 48 ORC 4 "the" 211
STAUB10 48 ORC 5 "fireman" 488
STAUB10 48 ORC 3 "who" 228
STAUB10 48 ORC 4 "the" 262
STAUB10 48 ORC 5 "fireman" 644
STAUB10 48 ORC 7 "hurried" 200
STAUB10 48 ORC 8 "to" 423
STAUB10 49 SRC 1 "The" 431
STAUB10 49 SRC 1 "The" 205
STAUB10 49 SRC 2 "employees" 179
STAUB10 49 SRC 3 "who" 338
STAUB10 49 SRC 5 "the" 212
STAUB10 49 SRC 6 "fireman" 187
STAUB10 49 SRC 7 "hurried" 139
STAUB10 49 SRC 8 "to" 214
STAUB10 49 SRC 9 "the" 180
STAUB10 49 SRC 10 "clinic" 134
STAUB10 49 ORC 1 "The" 428
STAUB10 49 ORC 1 "The" 141
STAUB10 49 ORC 2 "employees" 224
STAUB10 49 ORC 3 "who" 246
STAUB10 49 ORC 4 "the" 189
STAUB10 49 ORC 1 "The" 208
STAUB10 49 ORC 2 "employees" 154
STAUB10 49 ORC 3 "who" 198
STAUB10 49 ORC 4 "the" 174
STAUB10 49 ORC 5 "fireman" 187
STAUB10 49 ORC 6 "noticed" 234
STAUB10 49 ORC 7 "hurried" 590
STAUB10 49 ORC 9 "the" 496
STAUB10 49 ORC 10 "clinic" 457
STAUB10 50 SRC 1 "The" 440
STAUB10 50 SRC 1 "The" 172
STAUB10 50 SRC 2 "employees" 143
STAUB10 50 SRC 3 "who" 409
STAUB10 50 SRC 5 "the" 432
STAUB10 50 SRC 6 "fireman" 550
STAUB10 50 SRC 7 "hurried" 464
STAUB10 50 SRC 8 "to" 465
STAUB10 50 SRC 9 "the" 234
STAUB10 50 SRC 10 "clinic" 297
STAUB10 50 ORC 1 "The" 411
STAUB10 50 ORC 1 "The" 163
STAUB10 50 ORC 2 "employees" 242
STAUB10 50 ORC 3 "who" 182
STAUB10 50 ORC 4 "the" 221
STAUB10 50 ORC 2 "employees" 497
STAUB10 50 ORC 5 "fireman" 196
STAUB10 50 ORC 6 "noticed" 221
STAUB10 50 ORC 7 "hurried" 149
STAUB10 50 ORC 8 "to" 483
STAUB10 50 ORC 9 "the" 527
STAUB10 50 ORC 10 "clinic" 471
STAUB10 51 SRC 1 "The" 553
STAUB10 51 SRC 2 "employees" 173
STAUB10 51 SRC 3 "who" 261
STAUB10 51 SRC 4 "noticed" 164
STAUB10 51 SRC 5 "the" 417
STAUB10 51 SRC 7 "hurried" 310
STAUB10 51 SRC 9 "the" 236
STAUB10 51 SRC 10 "clinic" 143
STAUB10 51 ORC 1 "The" 398
STAUB10 51 ORC 1 "The" 232
STAUB10 51 ORC 2 "employees" 154
STAUB10 51 ORC 3 "who" 345
STAUB10 51 ORC 5 "fireman" 531
STAUB10 51 ORC 3 "who" 230
STAUB10 51 ORC 4 "the" 282
STAUB10 51 ORC 5 "fireman" 439
STAUB10 51 ORC 6 "noticed" 146
STAUB10 51 ORC 7 "hurried" 167
STAUB10 51 ORC 8 "to" 273
STAUB10 51 ORC 10 "clinic" 227
STAUB10 52 SRC 1 "The" 559
STAUB10 52 SRC 2 "employees" 183
STAUB10 52 SRC 3 "who" 416
STAUB10 52 SRC 5 "the" 212
STAUB10 52 SRC 6 "fireman" 153
STAUB10 52 SRC 7 "hurried" 151
STAUB10 52 SRC 7 "hurried" 170
STAUB10 52 SRC 9 "the" 457
STAUB10 52 SRC 10 "clinic" 460
STAUB10 52 ORC 1 "The" 410
STAUB10 52 ORC 1 "The" 163
STAUB10 52 ORC 2 "employees" 137
STAUB10 52 ORC 3 "who" 463
STAUB10 52 ORC 1 "The" 254
STAUB10 52 ORC 2 "employees" 152
STAUB10 52 ORC 3 "who" 393
STAUB10 52 ORC 5 "fireman" 194
STAUB10 52 ORC 6 "noticed" 326
STAUB10 52 ORC 8 "to" 453
STAUB10 52 ORC 9 "the" 565
STAUB10 52 ORC 10 "clinic" 459
STAUB10 53 SRC 1 "The" 434
STAUB10 53 SRC 1 "The" 217
STAUB10 53 SRC 2 "employees" 260
STAUB10 53 SRC 3 "who" 215
STAUB10 53 SRC 4 "noticed" 225
STAUB10 53 SRC 5 "the" 178
STAUB10 53 SRC 6 "fireman" 186
STAUB10 53 SRC 7 "hurried" 361
STAUB10 53 SRC 9 "the" 166
STAUB10 53 SRC 10 "clinic" 151
STAUB10 53 ORC 1 "The" 440
STAUB10 53 ORC 1 "The" 182
STAUB10 53 ORC 2 "employees" 213
STAUB10 53 ORC 3 "who" 238
STAUB10 53 ORC 5 "fireman" 598
STAUB10 53 ORC 3 "who" 235
STAUB10 53 ORC 4 "the" 243
STAUB10 53 ORC 5 "fireman" 646
STAUB10 53 ORC 7 "hurried" 226
STAUB10 53 ORC 8 "to" 314
STAUB10 53 ORC 10 "clinic" 219
STAUB10 54 SRC 1 "The" 384
STAUB10 54 SRC 1 "The" 248
STAUB10 54 SRC 2 "employees" 200
STAUB10 54 SRC 3 "who" 197
STAUB10 54 SRC 4 "noticed" 202
STAUB10 54 SRC 5 "the" 192
STAUB10 54 SRC 6 "fireman" 222
STAUB10 54 SRC 7 "hurried" 333
STAUB10 54 SRC 9 "the" 216
STAUB10 54 SRC 10 "clinic" 228
STAUB10 54 ORC 1 "The" 464
STAUB10 54 ORC 1 "The" 171
STAUB10 54 ORC 2 "employees" 183
STAUB10 54 ORC 3 "who" 284
STAUB10 54 ORC 4 "the" 235
STAUB10 54 ORC 2 "employees" 212
STAUB10 54 ORC 2 "employees" 206
STAUB10 54 ORC 3 "who" 177
STAUB10 54 ORC 4 "the" 152
STAUB10 54 ORC 5 "fireman" 218
STAUB10 54 ORC 6 "noticed" 216
STAUB10 54 ORC 7 "hurried" 223
STAUB10 54 ORC 8 "to" 181
STAUB10 54 ORC 9 "the" 201
STAUB10 54 ORC 10 "clinic" 207
STAUB10 55 SRC 1 "The" 459
STAUB10 55 SRC 1 "The" 172
STAUB10 55 SRC 2 "employees" 221
STAUB10 55 SRC 3 "who" 197
STAUB10 55 SRC 4 "noticed" 170
STAUB10 55 SRC 5 "the" 152
STAUB10 55 SRC 6 "fireman" 225
STAUB10 55 SRC 7 "hurried" 223
STAUB10 55 SRC 8 "to" 171
STAUB10 55 SRC 9 "the" 291
STAUB10 55 ORC 1 "The" 562
STAUB10 55 ORC 2 "employees" 367
STAUB10 55 ORC 4 "the" 201
STAUB10 55 ORC 5 "fireman" 436
STAUB10 55 ORC 4 "the" 445
STAUB10 55 ORC 5 "fireman" 507
STAUB10 55 ORC 6 "noticed" 363
STAUB10 55 ORC 8 "to" 358
STAUB10 56 SRC 1 "The" 451
STAUB10 56 SRC 1 "The" 143
STAUB10 56 SRC 2 "employees" 267
STAUB10 56 SRC 3 "who" 217
STAUB10 56 SRC 4 "noticed" 220
STAUB10 56 SRC 5 "the" 251
STAUB10 56 SRC 6 "fireman" 201
STAUB10 56 SRC 7 "hurried" 155
STAUB10 56 SRC 8 "to" 229
STAUB10 56 SRC 9 "the" 231
STAUB10 56 SRC 10 "clinic" 169
STAUB10 56 ORC 1 "The" 467
STAUB10 56 ORC 1 "The" 174
STAUB10 56 ORC 2 "employees" 176
STAUB10 56 ORC 3 "who" 292
STAUB10 56 ORC 4 "the" 162
STAUB10 56 ORC 3 "who" 226
STAUB10 56 ORC 4 "the" 211
STAUB10 56 ORC 5 "fireman" 213
STAUB10 56 ORC 6 "noticed" 152
STAUB10 56 ORC 7 "hurried" 174
STAUB10 56 ORC 8 "to" 477
STAUB10 56 ORC 9 "the" 519
STAUB10 56 ORC 10 "clinic" 519
STAUB10 57 SRC 1 "The" 451
STAUB10 57 SRC 1 "The" 303
STAUB10 57 SRC 3 "who" 330
STAUB10 57 SRC 4 "noticed" 208
STAUB10 57 SRC 5 "the" 139
STAUB10 57 SRC 6 "fireman" 319
STAUB10 57 SRC 8 "to" 157
STAUB10 57 SRC 9 "the" 500
STAUB10 57 SRC 10 "clinic" 508
STAUB10 57 ORC 1 "The" 409
STAUB10 57 ORC 1 "The" 177
STAUB10 57 ORC 2 "employees" 265
STAUB10 57 ORC 3 "who" 273
STAUB10 57 ORC 4 "the" 144
STAUB10 57 ORC 3 "who" 246
STAUB10 57 ORC 4 "the" 332
STAUB10 57 ORC 6 "noticed" 293
STAUB10 57 ORC 8 "to" 564
STAUB10 57 ORC 9 "the" 550
STAUB10 57 ORC 10 "clinic" 466
STAUB10 58 SRC 1 "The" 395
STAUB10 58 SRC 1 "The" 193
STAUB10 58 SRC 2 "employees" 176
STAUB10 58 SRC 3 "who" 221
STAUB10 58 SRC 4 "noticed" 171
STAUB10 58 SRC 5 "the" 218
STAUB10 58 SRC 6 "fireman" 220
STAUB10 58 SRC 7 "hurried" 182
STAUB10 58 SRC 8 "to" 321
STAUB10 58 SRC 10 "clinic" 166
STAUB10 58 ORC 1 "The" 608
STAUB10 58 ORC 2 "employees" 171
STAUB10 58 ORC 3 "who" 790
STAUB10 58 ORC 5 "fireman" 193
STAUB10 58 ORC 6 "noticed" 234
STAUB10 58 ORC 7 "hurried" 132
STAUB10 58 ORC 8 "to" 157
STAUB10 58 ORC 9 "the" 334
STAUB10 59 SRC 1 "The" 469
STAUB10 59 SRC 1 "The" 160
STAUB10 59 SRC 2 "employees" 156
STAUB10 59 SRC 3 "who" 254
STAUB10 59 SRC 4 "noticed" 153
STAUB10 59 SRC 5 "the" 244
STAUB10 59 SRC 6 "fireman" 154
STAUB10 59 SRC 7 "hurried" 182
STAUB10 59 SRC 8 "to" 365
STAUB10 59 SRC 10 "clinic" 212
STAUB10 59 ORC 1 "The" 421
STAUB10 59 ORC 1 "The" 138
STAUB10 59 ORC 2 "employees" 203
STAUB10 59 ORC 3 "who" 217
STAUB10 59 ORC 4 "the" 201
STAUB10 59 ORC 1 "The" 277
STAUB10 59 ORC 2 "employees" 228
STAUB10 59 ORC 3 "who" 165
STAUB10 59 ORC 4 "the" 154
STAUB10 59 ORC 5 "fireman" 178
STAUB10 59 ORC 6 "noticed" 348
STAUB10 59 ORC 8 "to" 512
STAUB10 59 ORC 9 "the" 434
STAUB10 59 ORC 10 "clinic" 522
STAUB10 60 SRC 1 "The" 413
STAUB10 60 SRC 1 "The" 183
STAUB10 60 SRC 2 "employees" 199
STAUB10 60 SRC 3 "who" 305
STAUB10 60 SRC 5 "the" 471
STAUB10 60 SRC 6 "fireman" 455
STAUB10 60 SRC 7 "hurried" 564
STAUB10 60 SRC 8 "to" 397
STAUB10 60 SRC 9 "the" 529
STAUB10 60 SRC 10 "clinic" 541
STAUB10 60 ORC 1 "The" 408
STAUB10 60 ORC 1 "The" 259
STAUB10 60 ORC 2 "employees" 236
STAUB10 60 ORC 3 "who" 214
STAUB10 60 ORC 4 "the" 223
STAUB10 60 ORC 3 "who" 178
STAUB10 60 ORC 4 "the" 169
STAUB10 60 ORC 5 "fireman" 186
STAUB10 60 ORC 6 "noticed" 140
STAUB10 60 ORC 7 "hurried" 225
STAUB10 60 ORC 8 "to" 591
STAUB10 60 ORC 10 "clinic" 388
STAUB10 61 SRC 1 "The" 463
STAUB10 61 SRC 1 "The" 143
STAUB10 61 SRC 2 "employees" 180
STAUB10 61 SRC 3 "who" 226
STAUB10 61 SRC 4 "noticed" 146
STAUB10 61 SRC 5 "the" 263
STAUB10 61 SRC 6 "fireman" 222
STAUB10 61 SRC 7 "hurried" 297
STAUB10 61 SRC 9 "the" 229
STAUB10 61 SRC 10 "clinic" 190
STAUB10 61 ORC 1 "The" 550
STAUB10 61 ORC 2 "employees" 200
STAUB10 61 ORC 3 "who" 201
STAUB10 61 ORC 4 "the" 196
STAUB10 61 ORC 3 "who" 198
STAUB10 61 ORC 4 "the" 173
STAUB10 61 ORC 5 "fireman" 196
STAUB10 61 ORC 6 "noticed" 279
STAUB10 61 ORC 8 "to" 518
STAUB10 61 ORC 9 "the" 498
STAUB10 61 ORC 10 "clinic" 419
STAUB10 62 SRC 1 "The" 431
STAUB10 62 SRC 1 "The" 236
STAUB10 62 SRC 2 "employees" 154
STAUB10 62 SRC 3 "who" 393
STAUB10 62 SRC 5 "the" 456
STAUB10 62 SRC 6 "fireman" 509
STAUB10 62 SRC 7 "hurried" 485
STAUB10 62 SRC 8 "to" 559
STAUB10 62 SRC 10 "clinic" 438
STAUB10 62 ORC 1 "The" 454
STAUB10 62 ORC 1 "The" 183
STAUB10 62 ORC 2 "employees" 171
STAUB10 62 ORC 3 "who" 223
STAUB10 62 ORC 4 "the" 148
STAUB10 62 ORC 3 "who" 489
STAUB10 62 ORC 5 "fireman" 159
STAUB10 62 ORC 6 "noticed" 231
STAUB10 62 ORC 7 "hurried" 203
STAUB10 62 ORC 8 "to" 319
STAUB10 62 ORC 10 "clinic" 123
STAUB10 63 SRC 1 "The" 390
STAUB10 63 SRC 1 "The" 149
STAUB10 63 SRC 2 "employees" 160
STAUB10 63 SRC 3 "who" 372
STAUB10 63 SRC 5 "the" 202
STAUB10 63 SRC 6 "fireman" 230
STAUB10 63 SRC 7 "hurried" 176
STAUB10 63 SRC 8 "to" 161
STAUB10 63 SRC 9 "the" 154
STAUB10 63 SRC 10 "clinic" 180
STAUB10 63 ORC 1 "The" 422
STAUB10 63 ORC 1 "The" 159
STAUB10 63 ORC 2 "employees" 219
STAUB10 63 ORC 3 "who" 355
STAUB10 63 ORC 5 "fireman" 565
STAUB10 63 ORC 2 "employees" 271
STAUB10 63 ORC 3 "who" 228
STAUB10 63 ORC 5 "fireman" 500
STAUB10 63 ORC 6 "noticed" 304
STAUB10 63 ORC 8 "to" 239
STAUB10 63 ORC 10 "clinic" 151
STAUB10 64 SRC 1 "The" 443
STAUB10 64 SRC 1 "The" 191
STAUB10 64 SRC 2 "employees" 202
STAUB10 64 SRC 3 "who" 229
STAUB10 64 SRC 4 "noticed" 316
STAUB10 64 SRC 6 "fireman" 222
STAUB10 64 SRC 7 "hurried" 244
STAUB10 64 SRC 8 "to" 184
STAUB10 64 SRC 9 "the" 212
STAUB10 64 SRC 10 "clinic" 226
STAUB10 64 ORC 1 "The" 419
STAUB10 64 ORC 1 "The" 263
STAUB10 64 ORC 2 "employees" 217
STAUB10 64 ORC 3 "who" 234
STAUB10 64 ORC 4 "the" 179
STAUB10 64 ORC 3 "who" 304
STAUB10 64 ORC 5 "fireman" 261
