experiment simulation item wn word attachtime
STAUB10 36 SRC 4 "NOTICED" 31
STAUB10 36 SRC 5 "THE" 70
STAUB10 36 SRC 6 "FIREMAN" 70
STAUB10 36 SRC 7 "HURRIED" 114
STAUB10 36 SRC 8 "TO" 42
STAUB10 36 SRC 9 "THE" 40
STAUB10 36 SRC 10 "CLINIC" 70
STAUB10 36 ORC 1 "THE" 40
STAUB10 36 ORC 2 "EMPLOYEES" 29
STAUB10 36 ORC 3 "WHO" 10
STAUB10 36 ORC 4 "THE" 227
STAUB10 36 ORC 5 "FIREMAN" 70
STAUB10 36 ORC 6 "NOTICED" 191
STAUB10 36 ORC 6 "HURRIED" 111
STAUB10 36 ORC 6 "TO" 80
STAUB10 36 ORC 6 "THE" 80
STAUB10 37 SRC 1 "THE" 39
STAUB10 37 SRC 2 "EMPLOYEES" 32
STAUB10 37 SRC 3 "WHO" 10
STAUB10 37 SRC 4 "NOTICED" 36
STAUB10 37 SRC 5 "THE" 46
STAUB10 37 SRC 6 "FIREMAN" 70
STAUB10 37 SRC 7 "HURRIED" 68
STAUB10 37 SRC 8 "TO" 70
STAUB10 37 SRC 9 "THE" 70
STAUB10 37 SRC 10 "CLINIC" 61
STAUB10 37 ORC 1 "THE" 38
STAUB10 37 ORC 2 "EMPLOYEES" 70
STAUB10 37 ORC 3 "WHO" 10
STAUB10 37 ORC 3 "THE" 342
STAUB10 37 ORC 3 "FIREMAN" 80
STAUB10 38 SRC 1 "THE" 70
STAUB10 38 SRC 2 "EMPLOYEES" 70
STAUB10 38 SRC 3 "WHO" 10
STAUB10 38 SRC 4 "NOTICED" 70
STAUB10 38 SRC 5 "THE" 31
STAUB10 38 SRC 6 "FIREMAN" 70
STAUB10 38 SRC 7 "HURRIED" 81
STAUB10 38 SRC 8 "TO" 35
STAUB10 38 SRC 9 "THE" 46
STAUB10 38 SRC 10 "CLINIC" 55
STAUB10 38 ORC 1 "THE" 70
STAUB10 38 ORC 2 "EMPLOYEES" 34
STAUB10 38 ORC 3 "WHO" 10
STAUB10 38 ORC 4 "THE" 152
STAUB10 38 ORC 5 "FIREMAN" 70
STAUB10 38 ORC 6 "NOTICED" 124
STAUB10 38 ORC 7 "HURRIED" 194
STAUB10 38 ORC 7 "TO" 80
STAUB10 38 ORC 7 "THE" 80
STAUB10 39 SRC 1 "THE" 36
STAUB10 39 SRC 2 "EMPLOYEES" 70
STAUB10 39 SRC 3 "WHO" 10
STAUB10 39 SRC 4 "NOTICED" 33
STAUB10 39 SRC 5 "THE" 45
STAUB10 39 SRC 6 "FIREMAN" 37
STAUB10 39 SRC 7 "HURRIED" 86
STAUB10 39 SRC 8 "TO" 39
STAUB10 39 SRC 9 "THE" 42
STAUB10 39 SRC 10 "CLINIC" 31
STAUB10 39 ORC 1 "THE" 37
STAUB10 39 ORC 2 "EMPLOYEES" 29
STAUB10 39 ORC 3 "WHO" 10
STAUB10 39 ORC 4 "THE" 173
STAUB10 39 ORC 5 "FIREMAN" 43
STAUB10 39 ORC 6 "NOTICED" 172
STAUB10 39 ORC 6 "HURRIED" 80
STAUB10 39 ORC 6 "TO" 80
STAUB10 39 ORC 6 "THE" 80
STAUB10 40 SRC 1 "THE" 39
STAUB10 40 SRC 2 "EMPLOYEES" 36
STAUB10 40 SRC 3 "WHO" 10
STAUB10 40 SRC 4 "NOTICED" 70
STAUB10 40 SRC 5 "THE" 70
STAUB10 40 SRC 6 "FIREMAN" 38
STAUB10 40 SRC 7 "HURRIED" 103
STAUB10 40 SRC 8 "TO" 49
STAUB10 40 SRC 9 "THE" 35
STAUB10 40 SRC 10 "CLINIC" 70
STAUB10 40 ORC 1 "THE" 70
STAUB10 40 ORC 2 "EMPLOYEES" 70
STAUB10 40 ORC 3 "WHO" 10
STAUB10 40 ORC 4 "THE" 154
STAUB10 40 ORC 5 "FIREMAN" 70
STAUB10 40 ORC 6 "NOTICED" 147
STAUB10 40 ORC 7 "HURRIED" 86
STAUB10 40 ORC 8 "TO" 53
STAUB10 40 ORC 9 "THE" 38
STAUB10 40 ORC 10 "CLINIC" 70
STAUB10 41 SRC 1 "THE" 70
STAUB10 41 SRC 2 "EMPLOYEES" 70
STAUB10 41 SRC 3 "WHO" 10
STAUB10 41 SRC 4 "NOTICED" 35
STAUB10 41 SRC 5 "THE" 42
STAUB10 41 SRC 6 "FIREMAN" 36
STAUB10 41 SRC 7 "HURRIED" 77
STAUB10 41 SRC 8 "TO" 121
STAUB10 41 SRC 8 "THE" 80
STAUB10 41 ORC 1 "THE" 70
STAUB10 41 ORC 2 "EMPLOYEES" 36
STAUB10 41 ORC 3 "WHO" 10
STAUB10 41 ORC 4 "THE" 191
STAUB10 41 ORC 5 "FIREMAN" 37
STAUB10 41 ORC 6 "NOTICED" 162
STAUB10 41 ORC 6 "HURRIED" 101
STAUB10 41 ORC 6 "TO" 80
STAUB10 41 ORC 6 "THE" 80
STAUB10 42 SRC 1 "THE" 70
STAUB10 42 SRC 2 "EMPLOYEES" 40
STAUB10 42 SRC 3 "WHO" 10
STAUB10 42 SRC 4 "NOTICED" 70
STAUB10 42 SRC 5 "THE" 36
STAUB10 42 SRC 6 "FIREMAN" 38
STAUB10 42 SRC 7 "HURRIED" 59
STAUB10 42 SRC 8 "TO" 70
STAUB10 42 SRC 9 "THE" 70
STAUB10 42 SRC 10 "CLINIC" 46
STAUB10 42 ORC 1 "THE" 70
STAUB10 42 ORC 2 "EMPLOYEES" 70
STAUB10 42 ORC 3 "WHO" 10
STAUB10 42 ORC 3 "THE" 238
STAUB10 42 ORC 3 "FIREMAN" 80
STAUB10 43 SRC 1 "THE" 70
STAUB10 43 SRC 2 "EMPLOYEES" 32
STAUB10 43 SRC 3 "WHO" 10
STAUB10 43 SRC 4 "NOTICED" 36
STAUB10 43 SRC 5 "THE" 34
STAUB10 43 SRC 6 "FIREMAN" 70
STAUB10 43 SRC 7 "HURRIED" 80
STAUB10 43 SRC 8 "TO" 38
STAUB10 43 SRC 9 "THE" 70
STAUB10 43 SRC 10 "CLINIC" 35
STAUB10 43 ORC 1 "THE" 41
STAUB10 43 ORC 2 "EMPLOYEES" 42
STAUB10 43 ORC 3 "WHO" 10
STAUB10 43 ORC 4 "THE" 227
STAUB10 43 ORC 5 "FIREMAN" 38
STAUB10 43 ORC 6 "NOTICED" 188
STAUB10 43 ORC 6 "HURRIED" 163
STAUB10 43 ORC 6 "TO" 80
STAUB10 44 SRC 1 "THE" 36
STAUB10 44 SRC 2 "EMPLOYEES" 35
STAUB10 44 SRC 3 "WHO" 10
STAUB10 44 SRC 4 "NOTICED" 70
STAUB10 44 SRC 5 "THE" 42
STAUB10 44 SRC 6 "FIREMAN" 41
STAUB10 44 SRC 7 "HURRIED" 158
STAUB10 44 SRC 7 "TO" 80
STAUB10 44 SRC 7 "THE" 80
STAUB10 44 ORC 1 "THE" 70
STAUB10 44 ORC 2 "EMPLOYEES" 42
STAUB10 44 ORC 3 "WHO" 10
STAUB10 44 ORC 4 "THE" 195
STAUB10 44 ORC 5 "FIREMAN" 37
STAUB10 44 ORC 6 "NOTICED" 149
STAUB10 44 ORC 7 "HURRIED" 83
STAUB10 44 ORC 8 "TO" 70
STAUB10 44 ORC 9 "THE" 35
STAUB10 44 ORC 10 "CLINIC" 70
STAUB10 45 SRC 1 "THE" 37
STAUB10 45 SRC 2 "EMPLOYEES" 32
STAUB10 45 SRC 3 "WHO" 10
STAUB10 45 SRC 4 "NOTICED" 47
STAUB10 45 SRC 5 "THE" 33
STAUB10 45 SRC 6 "FIREMAN" 35
STAUB10 45 SRC 7 "HURRIED" 50
STAUB10 45 SRC 8 "TO" 39
STAUB10 45 SRC 9 "THE" 52
STAUB10 45 SRC 10 "CLINIC" 42
STAUB10 45 ORC 1 "THE" 36
STAUB10 45 ORC 2 "EMPLOYEES" 70
STAUB10 45 ORC 3 "WHO" 10
STAUB10 45 ORC 4 "THE" 168
STAUB10 45 ORC 5 "FIREMAN" 39
STAUB10 45 ORC 6 "NOTICED" 118
STAUB10 45 ORC 7 "HURRIED" 108
STAUB10 45 ORC 8 "TO" 46
STAUB10 45 ORC 9 "THE" 70
STAUB10 45 ORC 10 "CLINIC" 70
STAUB10 46 SRC 1 "THE" 70
STAUB10 46 SRC 2 "EMPLOYEES" 34
STAUB10 46 SRC 3 "WHO" 10
STAUB10 46 SRC 4 "NOTICED" 70
STAUB10 46 SRC 5 "THE" 43
STAUB10 46 SRC 6 "FIREMAN" 70
STAUB10 46 SRC 7 "HURRIED" 70
STAUB10 46 SRC 8 "TO" 70
STAUB10 46 SRC 9 "THE" 37
STAUB10 46 SRC 10 "CLINIC" 37
STAUB10 46 ORC 1 "THE" 50
STAUB10 46 ORC 2 "EMPLOYEES" 49
STAUB10 46 ORC 3 "WHO" 10
STAUB10 46 ORC 4 "THE" 198
STAUB10 46 ORC 5 "FIREMAN" 33
STAUB10 46 ORC 6 "NOTICED" 205
STAUB10 46 ORC 6 "HURRIED" 80
STAUB10 46 ORC 6 "TO" 80
STAUB10 46 ORC 6 "THE" 80
STAUB10 47 SRC 1 "THE" 40
STAUB10 47 SRC 2 "EMPLOYEES" 35
STAUB10 47 SRC 3 "WHO" 10
STAUB10 47 SRC 4 "NOTICED" 43
STAUB10 47 SRC 5 "THE" 36
STAUB10 47 SRC 6 "FIREMAN" 40
STAUB10 47 SRC 7 "HURRIED" 88
STAUB10 47 SRC 8 "TO" 71
STAUB10 47 SRC 9 "THE" 49
STAUB10 47 SRC 10 "CLINIC" 40
STAUB10 47 ORC 1 "THE" 33
STAUB10 47 ORC 2 "EMPLOYEES" 32
STAUB10 47 ORC 3 "WHO" 10
STAUB10 47 ORC 3 "THE" 168
STAUB10 47 ORC 3 "FIREMAN" 80
STAUB10 48 SRC 1 "THE" 70
STAUB10 48 SRC 2 "EMPLOYEES" 45
STAUB10 48 SRC 3 "WHO" 10
STAUB10 48 SRC 4 "NOTICED" 37
STAUB10 48 SRC 5 "THE" 70
STAUB10 48 SRC 6 "FIREMAN" 43
STAUB10 48 SRC 7 "HURRIED" 61
STAUB10 48 SRC 8 "TO" 60
STAUB10 48 SRC 9 "THE" 44
STAUB10 48 SRC 10 "CLINIC" 39
STAUB10 48 ORC 1 "THE" 46
STAUB10 48 ORC 2 "EMPLOYEES" 44
STAUB10 48 ORC 3 "WHO" 10
STAUB10 48 ORC 3 "THE" 211
STAUB10 48 ORC 3 "FIREMAN" 80
STAUB10 49 SRC 1 "THE" 42
STAUB10 49 SRC 2 "EMPLOYEES" 34
STAUB10 49 SRC 3 "WHO" 10
STAUB10 49 SRC 4 "NOTICED" 37
STAUB10 49 SRC 5 "THE" 97
STAUB10 49 SRC 6 "FIREMAN" 70
STAUB10 49 SRC 7 "HURRIED" 89
STAUB10 49 SRC 8 "TO" 30
STAUB10 49 SRC 9 "THE" 70
STAUB10 49 SRC 10 "CLINIC" 41
STAUB10 49 ORC 1 "THE" 70
STAUB10 49 ORC 2 "EMPLOYEES" 37
STAUB10 49 ORC 3 "WHO" 10
STAUB10 49 ORC 4 "THE" 262
STAUB10 49 ORC 5 "FIREMAN" 44
STAUB10 49 ORC 6 "NOTICED" 208
STAUB10 49 ORC 6 "HURRIED" 85
STAUB10 49 ORC 6 "TO" 80
STAUB10 49 ORC 6 "THE" 80
STAUB10 50 SRC 1 "THE" 40
STAUB10 50 SRC 2 "EMPLOYEES" 31
STAUB10 50 SRC 3 "WHO" 10
STAUB10 50 SRC 3 "NOTICED" 80
STAUB10 50 SRC 3 "THE" 80
STAUB10 50 SRC 3 "FIREMAN" 80
STAUB10 50 SRC 3 "HURRIED" 166
STAUB10 50 SRC 3 "TO" 80
STAUB10 50 ORC 1 "THE" 70
STAUB10 50 ORC 2 "EMPLOYEES" 36
STAUB10 50 ORC 3 "WHO" 10
STAUB10 50 ORC 4 "THE" 193
STAUB10 50 ORC 5 "FIREMAN" 32
STAUB10 50 ORC 6 "NOTICED" 202
STAUB10 50 ORC 6 "HURRIED" 105
STAUB10 50 ORC 6 "TO" 80
STAUB10 50 ORC 6 "THE" 80
STAUB10 51 SRC 1 "THE" 35
STAUB10 51 SRC 2 "EMPLOYEES" 37
STAUB10 51 SRC 3 "WHO" 10
STAUB10 51 SRC 4 "NOTICED" 41
STAUB10 51 SRC 5 "THE" 33
STAUB10 51 SRC 6 "FIREMAN" 38
STAUB10 51 SRC 7 "HURRIED" 58
STAUB10 51 SRC 8 "TO" 60
STAUB10 51 SRC 9 "THE" 37
STAUB10 51 SRC 10 "CLINIC" 70
STAUB10 51 ORC 1 "THE" 37
STAUB10 51 ORC 2 "EMPLOYEES" 70
STAUB10 51 ORC 3 "WHO" 10
STAUB10 51 ORC 3 "THE" 207
STAUB10 51 ORC 3 "FIREMAN" 80
STAUB10 52 SRC 1 "THE" 34
STAUB10 52 SRC 2 "EMPLOYEES" 42
STAUB10 52 SRC 3 "WHO" 10
STAUB10 52 SRC 4 "NOTICED" 70
STAUB10 52 SRC 5 "THE" 70
STAUB10 52 SRC 6 "FIREMAN" 56
STAUB10 52 SRC 7 "HURRIED" 114
STAUB10 52 SRC 7 "TO" 80
STAUB10 52 SRC 7 "THE" 80
STAUB10 52 ORC 1 "THE" 70
STAUB10 52 ORC 2 "EMPLOYEES" 70
STAUB10 52 ORC 3 "WHO" 10
STAUB10 52 ORC 4 "THE" 197
STAUB10 52 ORC 5 "FIREMAN" 70
STAUB10 52 ORC 6 "NOTICED" 161
STAUB10 52 ORC 6 "HURRIED" 85
STAUB10 52 ORC 6 "TO" 80
STAUB10 52 ORC 6 "THE" 80
STAUB10 53 SRC 1 "THE" 30
STAUB10 53 SRC 2 "EMPLOYEES" 36
STAUB10 53 SRC 3 "WHO" 10
STAUB10 53 SRC 4 "NOTICED" 35
STAUB10 53 SRC 5 "THE" 41
STAUB10 53 SRC 6 "FIREMAN" 40
STAUB10 53 SRC 7 "HURRIED" 85
STAUB10 53 SRC 8 "TO" 70
STAUB10 53 SRC 9 "THE" 45
STAUB10 53 SRC 10 "CLINIC" 45
STAUB10 53 ORC 1 "THE" 70
STAUB10 53 ORC 2 "EMPLOYEES" 41
STAUB10 53 ORC 3 "WHO" 10
STAUB10 53 ORC 3 "THE" 215
STAUB10 53 ORC 3 "FIREMAN" 80
STAUB10 54 SRC 1 "THE" 36
STAUB10 54 SRC 2 "EMPLOYEES" 39
STAUB10 54 SRC 3 "WHO" 10
STAUB10 54 SRC 4 "NOTICED" 43
STAUB10 54 SRC 5 "THE" 70
STAUB10 54 SRC 6 "FIREMAN" 70
STAUB10 54 SRC 7 "HURRIED" 85
STAUB10 54 SRC 8 "TO" 44
STAUB10 54 SRC 9 "THE" 70
STAUB10 54 SRC 10 "CLINIC" 49
STAUB10 54 ORC 1 "THE" 70
STAUB10 54 ORC 2 "EMPLOYEES" 42
STAUB10 54 ORC 3 "WHO" 10
STAUB10 54 ORC 4 "THE" 277
STAUB10 54 ORC 5 "FIREMAN" 36
STAUB10 54 ORC 6 "NOTICED" 135
STAUB10 54 ORC 7 "HURRIED" 117
STAUB10 54 ORC 8 "TO" 42
STAUB10 54 ORC 9 "THE" 43
STAUB10 54 ORC 10 "CLINIC" 70
STAUB10 55 SRC 1 "THE" 48
STAUB10 55 SRC 2 "EMPLOYEES" 39
STAUB10 55 SRC 3 "WHO" 10
STAUB10 55 SRC 4 "NOTICED" 33
STAUB10 55 SRC 5 "THE" 40
STAUB10 55 SRC 6 "FIREMAN" 40
STAUB10 55 SRC 7 "HURRIED" 74
STAUB10 55 SRC 8 "TO" 40
STAUB10 55 SRC 9 "THE" 70
STAUB10 55 SRC 10 "CLINIC" 47
STAUB10 55 ORC 1 "THE" 38
STAUB10 55 ORC 2 "EMPLOYEES" 35
STAUB10 55 ORC 3 "WHO" 10
STAUB10 55 ORC 3 "THE" 240
STAUB10 55 ORC 3 "FIREMAN" 80
STAUB10 56 SRC 1 "THE" 70
STAUB10 56 SRC 2 "EMPLOYEES" 36
STAUB10 56 SRC 3 "WHO" 10
STAUB10 56 SRC 4 "NOTICED" 32
STAUB10 56 SRC 5 "THE" 42
STAUB10 56 SRC 6 "FIREMAN" 70
STAUB10 56 SRC 7 "HURRIED" 74
STAUB10 56 SRC 8 "TO" 34
STAUB10 56 SRC 9 "THE" 70
STAUB10 56 SRC 10 "CLINIC" 70
STAUB10 56 ORC 1 "THE" 47
STAUB10 56 ORC 2 "EMPLOYEES" 70
STAUB10 56 ORC 3 "WHO" 10
STAUB10 56 ORC 4 "THE" 148
STAUB10 56 ORC 5 "FIREMAN" 70
STAUB10 56 ORC 6 "NOTICED" 183
STAUB10 56 ORC 6 "HURRIED" 80
STAUB10 56 ORC 6 "TO" 80
STAUB10 56 ORC 6 "THE" 80
STAUB10 57 SRC 1 "THE" 70
STAUB10 57 SRC 2 "EMPLOYEES" 39
STAUB10 57 SRC 3 "WHO" 10
STAUB10 57 SRC 4 "NOTICED" 33
STAUB10 57 SRC 5 "THE" 70
STAUB10 57 SRC 6 "FIREMAN" 41
STAUB10 57 SRC 7 "HURRIED" 125
STAUB10 57 SRC 7 "TO" 80
STAUB10 57 SRC 7 "THE" 80
STAUB10 57 ORC 1 "THE" 37
STAUB10 57 ORC 2 "EMPLOYEES" 32
STAUB10 57 ORC 3 "WHO" 10
STAUB10 57 ORC 4 "THE" 261
STAUB10 57 ORC 5 "FIREMAN" 70
STAUB10 57 ORC 6 "NOTICED" 168
STAUB10 57 ORC 6 "HURRIED" 91
STAUB10 57 ORC 6 "TO" 80
STAUB10 57 ORC 6 "THE" 80
STAUB10 58 SRC 1 "THE" 44
STAUB10 58 SRC 2 "EMPLOYEES" 70
STAUB10 58 SRC 3 "WHO" 10
STAUB10 58 SRC 4 "NOTICED" 32
STAUB10 58 SRC 5 "THE" 37
STAUB10 58 SRC 6 "FIREMAN" 44
STAUB10 58 SRC 7 "HURRIED" 55
STAUB10 58 SRC 8 "TO" 34
STAUB10 58 SRC 9 "THE" 104
STAUB10 58 ORC 1 "THE" 39
STAUB10 58 ORC 2 "EMPLOYEES" 35
STAUB10 58 ORC 3 "WHO" 10
STAUB10 58 ORC 4 "THE" 83
STAUB10 58 ORC 5 "FIREMAN" 70
STAUB10 58 ORC 6 "NOTICED" 128
STAUB10 58 ORC 7 "HURRIED" 160
STAUB10 58 ORC 8 "TO" 35
STAUB10 58 ORC 9 "THE" 43
STAUB10 58 ORC 10 "CLINIC" 40
STAUB10 59 SRC 1 "THE" 34
STAUB10 59 SRC 2 "EMPLOYEES" 51
STAUB10 59 SRC 3 "WHO" 10
STAUB10 59 SRC 4 "NOTICED" 70
STAUB10 59 SRC 5 "THE" 41
STAUB10 59 SRC 6 "FIREMAN" 45
STAUB10 59 SRC 7 "HURRIED" 70
STAUB10 59 SRC 8 "TO" 70
STAUB10 59 SRC 9 "THE" 41
STAUB10 59 SRC 10 "CLINIC" 70
STAUB10 59 ORC 1 "THE" 70
STAUB10 59 ORC 2 "EMPLOYEES" 34
STAUB10 59 ORC 3 "WHO" 10
STAUB10 59 ORC 4 "THE" 233
STAUB10 59 ORC 5 "FIREMAN" 54
STAUB10 59 ORC 6 "NOTICED" 208
STAUB10 59 ORC 6 "HURRIED" 95
STAUB10 59 ORC 6 "TO" 80
STAUB10 59 ORC 6 "THE" 80
STAUB10 60 SRC 1 "THE" 70
STAUB10 60 SRC 2 "EMPLOYEES" 39
STAUB10 60 SRC 3 "WHO" 10
STAUB10 60 SRC 3 "NOTICED" 80
STAUB10 60 SRC 3 "THE" 80
STAUB10 60 SRC 3 "FIREMAN" 80
STAUB10 60 SRC 3 "HURRIED" 95
STAUB10 60 SRC 3 "TO" 80
STAUB10 60 SRC 3 "THE" 80
STAUB10 60 ORC 1 "THE" 34
STAUB10 60 ORC 2 "EMPLOYEES" 40
STAUB10 60 ORC 3 "WHO" 10
STAUB10 60 ORC 4 "THE" 162
STAUB10 60 ORC 5 "FIREMAN" 33
STAUB10 60 ORC 6 "NOTICED" 180
STAUB10 60 ORC 6 "HURRIED" 159
STAUB10 60 ORC 6 "TO" 80
STAUB10 61 SRC 1 "THE" 70
STAUB10 61 SRC 2 "EMPLOYEES" 70
STAUB10 61 SRC 3 "WHO" 10
STAUB10 61 SRC 4 "NOTICED" 37
STAUB10 61 SRC 5 "THE" 42
STAUB10 61 SRC 6 "FIREMAN" 66
STAUB10 61 SRC 7 "HURRIED" 70
STAUB10 61 SRC 8 "TO" 70
STAUB10 61 SRC 9 "THE" 37
STAUB10 61 SRC 10 "CLINIC" 39
STAUB10 61 ORC 1 "THE" 38
STAUB10 61 ORC 2 "EMPLOYEES" 42
STAUB10 61 ORC 3 "WHO" 10
STAUB10 61 ORC 4 "THE" 154
STAUB10 61 ORC 5 "FIREMAN" 46
STAUB10 61 ORC 6 "NOTICED" 160
STAUB10 61 ORC 6 "HURRIED" 80
STAUB10 61 ORC 6 "TO" 80
STAUB10 61 ORC 6 "THE" 80
STAUB10 62 SRC 1 "THE" 36
STAUB10 62 SRC 2 "EMPLOYEES" 48
STAUB10 62 SRC 3 "WHO" 10
STAUB10 62 SRC 3 "NOTICED" 80
STAUB10 62 SRC 3 "THE" 80
STAUB10 62 SRC 3 "FIREMAN" 80
STAUB10 62 SRC 3 "HURRIED" 164
STAUB10 62 SRC 3 "TO" 80
STAUB10 62 ORC 1 "THE" 70
STAUB10 62 ORC 2 "EMPLOYEES" 38
STAUB10 62 ORC 3 "WHO" 10
STAUB10 62 ORC 4 "THE" 257
STAUB10 62 ORC 5 "FIREMAN" 44
STAUB10 62 ORC 6 "NOTICED" 123
STAUB10 62 ORC 7 "HURRIED" 70
STAUB10 62 ORC 8 "TO" 38
STAUB10 62 ORC 9 "THE" 36
STAUB10 62 ORC 10 "CLINIC" 43
STAUB10 63 SRC 1 "THE" 40
STAUB10 63 SRC 2 "EMPLOYEES" 33
STAUB10 63 SRC 3 "WHO" 10
STAUB10 63 SRC 4 "NOTICED" 37
STAUB10 63 SRC 5 "THE" 39
STAUB10 63 SRC 6 "FIREMAN" 33
STAUB10 63 SRC 7 "HURRIED" 70
STAUB10 63 SRC 8 "TO" 70
STAUB10 63 SRC 9 "THE" 42
STAUB10 63 SRC 10 "CLINIC" 48
STAUB10 63 ORC 1 "THE" 39
STAUB10 63 ORC 2 "EMPLOYEES" 32
STAUB10 63 ORC 3 "WHO" 10
STAUB10 63 ORC 3 "THE" 237
STAUB10 63 ORC 3 "FIREMAN" 80
STAUB10 64 SRC 1 "THE" 70
STAUB10 64 SRC 2 "EMPLOYEES" 70
STAUB10 64 SRC 3 "WHO" 10
STAUB10 64 SRC 4 "NOTICED" 70
STAUB10 64 SRC 5 "THE" 44
STAUB10 64 SRC 6 "FIREMAN" 38
STAUB10 64 SRC 7 "HURRIED" 129
STAUB10 64 SRC 8 "TO" 35
STAUB10 64 SRC 9 "THE" 70
STAUB10 64 SRC 10 "CLINIC" 70
STAUB10 64 ORC 1 "THE" 34
STAUB10 64 ORC 2 "EMPLOYEES" 51
STAUB10 64 ORC 3 "WHO" 10
STAUB10 64 ORC 4 "THE" 182
STAUB10 64 ORC 5 "FIREMAN" 47
STAUB10 64 ORC 6 "NOTICED" 164
STAUB10 64 ORC 6 "HURRIED" 80
STAUB10 64 ORC 6 "TO" 80
STAUB10 64 ORC 6 "THE" 80
STAUB10 65 SRC 1 "THE" 45
STAUB10 65 SRC 2 "EMPLOYEES" 70
STAUB10 65 SRC 3 "WHO" 10
STAUB10 65 SRC 3 "NOTICED" 80
STAUB10 65 SRC 3 "THE" 80
STAUB10 65 SRC 3 "FIREMAN" 80
STAUB10 65 SRC 3 "HURRIED" 154
STAUB10 65 SRC 3 "TO" 80
STAUB10 65 SRC 3 "THE" 80
STAUB10 65 ORC 1 "THE" 70
STAUB10 65 ORC 2 "EMPLOYEES" 70
STAUB10 65 ORC 3 "WHO" 10
STAUB10 65 ORC 3 "THE" 135
STAUB10 65 ORC 3 "FIREMAN" 80
STAUB10 66 SRC 1 "THE" 70
STAUB10 66 SRC 2 "EMPLOYEES" 70
STAUB10 66 SRC 3 "WHO" 10
STAUB10 66 SRC 4 "NOTICED" 70
STAUB10 66 SRC 5 "THE" 40
STAUB10 66 SRC 6 "FIREMAN" 88
STAUB10 66 SRC 7 "HURRIED" 120
STAUB10 66 SRC 8 "TO" 70
STAUB10 66 SRC 9 "THE" 34
STAUB10 66 SRC 10 "CLINIC" 43
STAUB10 66 ORC 1 "THE" 41
STAUB10 66 ORC 2 "EMPLOYEES" 40
STAUB10 66 ORC 3 "WHO" 10
STAUB10 66 ORC 4 "THE" 196
STAUB10 66 ORC 5 "FIREMAN" 40
STAUB10 66 ORC 6 "NOTICED" 133
STAUB10 66 ORC 6 "HURRIED" 182
STAUB10 66 ORC 6 "TO" 80
STAUB10 67 SRC 1 "THE" 70
STAUB10 67 SRC 2 "EMPLOYEES" 70
STAUB10 67 SRC 3 "WHO" 10
STAUB10 67 SRC 4 "NOTICED" 34
STAUB10 67 SRC 5 "THE" 38
STAUB10 67 SRC 6 "FIREMAN" 70
STAUB10 67 SRC 7 "HURRIED" 78
STAUB10 67 SRC 8 "TO" 70
STAUB10 67 SRC 9 "THE" 70
STAUB10 67 SRC 10 "CLINIC" 70
STAUB10 67 ORC 1 "THE" 70
STAUB10 67 ORC 2 "EMPLOYEES" 70
STAUB10 67 ORC 3 "WHO" 10
STAUB10 67 ORC 4 "THE" 210
STAUB10 67 ORC 5 "FIREMAN" 40
STAUB10 67 ORC 6 "NOTICED" 139
STAUB10 67 ORC 7 "HURRIED" 78
STAUB10 67 ORC 8 "TO" 32
STAUB10 67 ORC 9 "THE" 44
STAUB10 67 ORC 10 "CLINIC" 70
STAUB10 68 SRC 1 "THE" 70
STAUB10 68 SRC 2 "EMPLOYEES" 44
STAUB10 68 SRC 3 "WHO" 10
STAUB10 68 SRC 4 "NOTICED" 31
STAUB10 68 SRC 5 "THE" 70
STAUB10 68 SRC 6 "FIREMAN" 34
STAUB10 68 SRC 7 "HURRIED" 105
STAUB10 68 SRC 8 "TO" 50
STAUB10 68 SRC 9 "THE" 70
STAUB10 68 SRC 10 "CLINIC" 70
STAUB10 68 ORC 1 "THE" 36
STAUB10 68 ORC 2 "EMPLOYEES" 70
STAUB10 68 ORC 3 "WHO" 10
STAUB10 68 ORC 3 "THE" 210
STAUB10 68 ORC 3 "FIREMAN" 44
STAUB10 69 SRC 1 "THE" 40
STAUB10 69 SRC 2 "EMPLOYEES" 46
STAUB10 69 SRC 3 "WHO" 10
STAUB10 69 SRC 4 "NOTICED" 70
STAUB10 69 SRC 5 "THE" 40
STAUB10 69 SRC 6 "FIREMAN" 43
STAUB10 69 SRC 7 "HURRIED" 98
STAUB10 69 SRC 8 "TO" 70
STAUB10 69 SRC 9 "THE" 46
STAUB10 69 SRC 10 "CLINIC" 70
STAUB10 69 ORC 1 "THE" 70
STAUB10 69 ORC 2 "EMPLOYEES" 42
STAUB10 69 ORC 3 "WHO" 10
STAUB10 69 ORC 4 "THE" 227
STAUB10 69 ORC 5 "FIREMAN" 38
STAUB10 69 ORC 6 "NOTICED" 206
STAUB10 69 ORC 6 "HURRIED" 81
STAUB10 69 ORC 6 "TO" 80
STAUB10 69 ORC 6 "THE" 80
STAUB10 70 SRC 1 "THE" 34
STAUB10 70 SRC 2 "EMPLOYEES" 70
STAUB10 70 SRC 3 "WHO" 10
STAUB10 70 SRC 4 "NOTICED" 70
STAUB10 70 SRC 5 "THE" 36
STAUB10 70 SRC 6 "FIREMAN" 70
STAUB10 70 SRC 7 "HURRIED" 70
STAUB10 70 SRC 8 "TO" 70
STAUB10 70 SRC 9 "THE" 41
STAUB10 70 SRC 10 "CLINIC" 43
STAUB10 70 ORC 1 "THE" 38
STAUB10 70 ORC 2 "EMPLOYEES" 34
